Input	Input Type	MGI Gene/Marker ID	Chr	Strand	Start	End
Plcxd2	current symbol	MGI:3647874	16	-	45959263	46010218
Vmn1r1	current symbol	MGI:3647849	1	-	182157144	182158319
Gm7257	current symbol	MGI:3647831	9	+	36431884	36434938
Gm10382	current symbol	MGI:3647829	5	+	125389322	125390554
Gm4736	current symbol	MGI:3647826	6	-	132114576	132117662
Gm15800	current symbol	MGI:3647820	5	+	121220219	121368577
Gm6351	current symbol	MGI:3647817	5	+	94076385	94080997
Ccdc188	current symbol	MGI:3647803	16	+	18218170	18219313
Rpl6l	current symbol	MGI:3647789	10	+	111125851	111126738
Vmn2r106	current symbol	MGI:3647787	17	-	20267547	20285430
Vmn2r102	current symbol	MGI:3647786	17	+	19660399	19694748
Faiml	current symbol	MGI:3647754	9	-	99229468	99236370
Vmn2r48	current symbol	MGI:3647749	7	-	9927624	9953585
Gm10109	current symbol	MGI:3647742	7	-	44221449	44227421
Gm5331	current symbol	MGI:3647739	7	+	46832424	46839328
Bpifa6	current symbol	MGI:3647736	2	+	153974945	154000495
Dact3	current symbol	MGI:3654828	7	+	16875317	16887301
Zfp541	current symbol	MGI:3647699	7	+	16071942	16096328
Scgb2b17	current symbol	MGI:3647697	7	-	33054582	33056561
Glyatl3	current symbol	MGI:3647683	17	-	40904741	40914350
Vmn1r103	current symbol	MGI:3647681	7	-	20509617	20510534
Gm6625	current symbol	MGI:3647663	8	-	89146747	89147247
Gm16405	current symbol	MGI:3647662	X	+	54531208	54548016
Gm6164	current symbol	MGI:3647652	7	-	20204684	20205607
Gm5114	current symbol	MGI:3647631	7	-	39407294	39413160
Gm10283	current symbol	MGI:3647628	8	-	60430024	60503198
Gm5878	current symbol	MGI:3647625	6	-	85111416	85126125
Gm8251	current symbol	MGI:3647616	1	-	44055952	44061936
Fam186b	current symbol	MGI:3647604	15	-	99271018	99287180
Otogl	current symbol	MGI:3647600	10	-	107762223	107912134
Vmn2r72	current symbol	MGI:3647591	7	-	85737784	85754981
Igflr1	current symbol	MGI:3655979	7	+	30565427	30567962
Tmem178b	current symbol	MGI:3647581	6	+	39873271	40255150
Fam181a	current symbol	MGI:3647570	12	+	103310975	103317065
Gm8720	current symbol	MGI:3647550	7	-	23066533	23067456
Gimd1	current symbol	MGI:3647547	3	+	132630191	132645350
Gm7068	current symbol	MGI:3647531	1	+	177808550	177962233
Vmn2r24	current symbol	MGI:3647530	6	+	123778971	123816280
Gm8374	current symbol	MGI:3647524	14	-	7362097	7365134
Urad	current symbol	MGI:3647519	5	-	147314984	147322440
Gm7030	current symbol	MGI:3647514	17	-	36127479	36129425
Gm6988	current symbol	MGI:3647486	12	+	110315931	110316427
Gm4969	current symbol	MGI:3647482	7	-	19101551	19118368
Gm8140	current symbol	MGI:3647471	15	-	76533208	76535299
Gm8138	current symbol	MGI:3647466	14	-	43410827	43416350
Gm16451	current symbol	MGI:3647461	7	-	22117322	22118245
Gm7980	current symbol	MGI:3647449	14	-	41901813	41907290
Ccdc152	current symbol	MGI:3641617	15	-	3280627	3303526
Gm9900	current symbol	MGI:3641618	UN		
Vmn2r19	current symbol	MGI:3647444	6	+	123308333	123336537
Gm6592	current symbol	MGI:3647394	X	+	8843994	8849607
Gm10597	current symbol	MGI:3641628	UN		
Gm9912	current symbol	MGI:3641631	UN		
Trim43c	current symbol	MGI:3647365	9	+	88839309	88848184
Gm5142	current symbol	MGI:3647352	14	-	59158503	59178749
Gm5615	current symbol	MGI:3647347	9	-	36532397	36541963
Vmn1r122	current symbol	MGI:3647341	7	-	21133211	21134128
Vmn1r120	current symbol	MGI:3647340	7	-	21052867	21053784
Gm7972	current symbol	MGI:3647337	9	+	75470338	75486685
Gm5097	current symbol	MGI:3647308	19	-	33775521	33787462
Vmn1r113	current symbol	MGI:3647303	7	+	20787285	20788208
Gm4988	current symbol	MGI:3647289	X	+	61291047	61292488
Vmn1r94	current symbol	MGI:3647287	7	-	20167460	20168377
Gm5136	current symbol	MGI:3647286	10	-	108699044	108700160
Gm10683	current symbol	MGI:3641650	8	null	37088935	37090308
Gm9945	current symbol	MGI:3641652	11	+	53480166	53481097
Ifnl2	human symbol	MGI:2450574	7	+	28522836	28524322
Ifnl2	current symbol	MGI:3647279	7	-	28508836	28510455
Gm5347	current symbol	MGI:3647274	8	-	43673658	43699500
Gm10801	current symbol	MGI:3641656	2	+	98662237	98664083
Gm10800	current symbol	MGI:3641657	2	-	98666547	98667301
Gm10802	current symbol	MGI:3641658	19	null	10840162	10841761
Gm5346	current symbol	MGI:3647273	8	-	43624951	43627270
Gm5926	current symbol	MGI:3647272	X	+	32650716	32651426
Gm6377	current symbol	MGI:3647255	X	+	109196756	109200439
Gm6902	current symbol	MGI:3647238	7	-	23272801	23278900
Vmn2r115	current symbol	MGI:3647235	17	+	23343977	23360128
Gm7008	current symbol	MGI:3647211	12	+	40222758	40229184
Gm8653	current symbol	MGI:3647206	7	-	22200341	22201264
Lilra5	current symbol	MGI:3647196	7	+	4237754	4243463
Vmn2r16	current symbol	MGI:3647194	5	+	109330381	109364481
Vmn2r17	current symbol	MGI:3647193	5	+	109420013	109453387
Gm10300	current symbol	MGI:3641670	4	+	132074697	132076992
Gm5155	current symbol	MGI:3647191	7	+	17871768	17919024
F630010C12Rik	current symbol	MGI:3641673	UN		
Gm10081	current symbol	MGI:3647188	7	-	107105912	107106859
Gm7225	current symbol	MGI:3647187	17	+	53774759	53775142
Defb43	current symbol	MGI:3647180	14	+	63011771	63018088
Gm16440	current symbol	MGI:3647179	14	-	6380721	6390319
Defb33	current symbol	MGI:3647176	8	+	20892669	20897723
Spag11b	current symbol	MGI:3647173	8	+	19140759	19143010
Spag11b	rat synonym	MGI:1925378	8	+	19157886	19159578
Gm6614	current symbol	MGI:3647159	6	-	141971845	142011414
Esp15	current symbol	MGI:3647149	17	+	39640957	39645666
Dupd1	current symbol	MGI:3647127	14	-	21676582	21714576
Vmn2r63	current symbol	MGI:3647107	7	-	42903251	42933789
Gm10720	current symbol	MGI:3641687	9	+	3015654	3017210
Gm10721	current symbol	MGI:3641688	9	+	3013140	3014344
Gm10719	current symbol	MGI:3641690	9	+	3017408	3021593
Zscan25	current symbol	MGI:3647079	5	+	145280500	145291278
Vmn2r60	current symbol	MGI:3647050	7	+	42116471	42195776
Tmem170b	current symbol	MGI:3647046	13	+	41606216	41641347
Gm5128	current symbol	MGI:3647038	X	+	135373284	135383226
Vmn2r111	current symbol	MGI:3647034	17	-	22547941	22573273
Vmn1r132	current symbol	MGI:3647009	7	+	21614092	21614985
Gm7489	current symbol	MGI:3647008	15	+	53884906	53886597
Gm8229	current symbol	MGI:3646979	14	+	44365357	44370841
Gm10498	current symbol	MGI:3641708	17	null	44026251	44027398
Vmn2r105	current symbol	MGI:3646973	17	-	20208230	20234872
Vmn2r85	current symbol	MGI:3646965	10	-	130417772	130429612
Fscb	current symbol	MGI:3646964	12	-	64471333	64474898
Gm6687	current symbol	MGI:3646960	4	null	143211901	143215001
Spink14	current symbol	MGI:3646952	18	+	44028694	44032208
Gm10110	current symbol	MGI:3641718	14	-	89896223	89898466
Gm5414	current symbol	MGI:3646939	15	-	101624028	101628188
Gm6306	current symbol	MGI:3646938	2	null	104711608	104712773
Fignl2	current symbol	MGI:3646919	15	-	101050194	101054399
Ect2l	current symbol	MGI:3641723	10	-	18129022	18210890
Gm10142	current symbol	MGI:3641725	10	+	77715807	77716169
Gm10264	current symbol	MGI:3646909	12	+	88329254	88329682
Wdr93	current symbol	MGI:3646885	7	+	79743163	79785950
Vmn2r79	current symbol	MGI:3646882	7	+	86996465	87037968
Gm8127	current symbol	MGI:3646865	14	-	43288312	43293813
Gm8126	current symbol	MGI:3646861	14	+	43258649	43266799
Trim5	current symbol	MGI:3646853	7	-	104263386	104288094
Trim5	human symbol	MGI:4821183	7	-	104338754	104353362
Gm10144	current symbol	MGI:3641742	9	-	65599834	65600981
Scgb2b30	current symbol	MGI:3646832	7	-	32146243	32148031
Vmn1r209	current symbol	MGI:3650395	13	-	22805580	22806518
Teddm1b	current symbol	MGI:3646829	1	+	153874345	153876871
Vmn2r23	current symbol	MGI:3646826	6	+	123702821	123742291
Gm10595	current symbol	MGI:3641751	UN		
Gm10803	current symbol	MGI:3641754	2	+	93560568	93564361
Vmn1r155	current symbol	MGI:3646821	7	+	22658018	22658941
Iqcf2	current symbol	MGI:3646813	UN		
Gm6518	current symbol	MGI:3646789	7	-	28477278	28479875
Gm14459	current symbol	MGI:3650385	X	-	8514052	8524954
Gm6086	current symbol	MGI:3646771	1	+	93990509	94017147
Zfp947	current symbol	MGI:3646759	17	-	22144359	22166190
Cldn20	current symbol	MGI:3646757	17	+	3532554	3533213
Gm16506	current symbol	MGI:3641772	14	-	43722253	43727485
Cyp2b23	current symbol	MGI:3646735	7	-	26665227	26686437
Gm5799	current symbol	MGI:3646715	14	+	43543576	43551213
Vmn2r109	current symbol	MGI:3646711	17	-	20540517	20564756
Amt	current symbol	MGI:3646700	9	+	108296853	108302302
Gm6696	current symbol	MGI:3646688	8	+	21583027	21583961
Vmn2r116	current symbol	MGI:3646674	17	+	23384803	23401864
Gm4862	current symbol	MGI:3646671	3	-	139128334	139128771
Gm5134	current symbol	MGI:3646667	10	+	75954514	76009591
Gm10024	current symbol	MGI:3641784	10	+	77711457	77712009
Gm6468	current symbol	MGI:3646666	5	+	95280462	95283192
Gm5458	current symbol	MGI:3646663	14	-	19594139	19602581
Fbxw26	current symbol	MGI:3646662	9	-	109717566	109746089
Fbxw24	current symbol	MGI:3646659	9	-	109601116	109626057
Siglec15	current symbol	MGI:3646642	18	-	78043614	78057395
Gm7942	current symbol	MGI:3646599	5	+	95106938	95111158
Gm7945	current symbol	MGI:3646596	14	-	41381628	41386379
Samt2	current symbol	MGI:3646587	X	-	154575228	154579360
Gm5218	current symbol	MGI:3646583	15	-	81499084	81499548
Gm10773	current symbol	MGI:3641797	10	null	83027760	83031694
Gm8677	current symbol	MGI:3646576	7	-	22533964	22534887
Ube2dnl1	current symbol	MGI:3646570	X	+	114905012	114905941
Gm16434	current symbol	MGI:3646563	14	-	7185927	7194540
Gm9978	current symbol	MGI:3641806	10	-	78484570	78487842
Gm8214	current symbol	MGI:3646554	1	-	183681781	183682131
Gm7276	current symbol	MGI:3646549	18	-	77185006	77186257
Frmpd3	current symbol	MGI:3646547	X	+	140367494	140394540
Frmpd3	human symbol	MGI:5588909	X	+	140396504	140435467
Gm6040	current symbol	MGI:3646527	8	-	20916490	20922071
Defb46	current symbol	MGI:3646525	8	+	19239916	19242143
Vmn2r82	current symbol	MGI:3646522	10	+	79356576	79397198
Gm7827	current symbol	MGI:3646513	8	+	71134430	71163893
Zfp964	current symbol	MGI:3646490	8	+	69654463	69664656
Gm10854	current symbol	MGI:3641821	2	null	9034200	9035203
Gm5797	current symbol	MGI:3646487	14	-	7323988	7332395
Vmn2r71	current symbol	MGI:3646472	7	+	85615462	85624547
Agbl1	current symbol	MGI:3646469	7	+	76318072	76766608
Gm9881	current symbol	MGI:3641832	16	-	91168197	91171401
Gm5294	current symbol	MGI:3646467	5	+	138819370	138821376
Gm8914	current symbol	MGI:3646464	X	+	91480126	91481160
Gm9938	current symbol	MGI:3641836	19	+	23723279	23725034
Scgb1b19	current symbol	MGI:3646447	7	+	33287291	33288611
Vmn2r20	current symbol	MGI:3646439	6	-	123385262	123418061
Gm4788	current symbol	MGI:3646434	1	-	139697623	139781243
Gm10682	current symbol	MGI:3641844	8	null	39930985	39933256
Tpbgl	current symbol	MGI:3646425	7	-	99624082	99627103
Gm4955	current symbol	MGI:3646410	1	-	173468509	173491041
Gm7511	current symbol	MGI:3646392	12	-	55067665	55068618
Gm6356	current symbol	MGI:3646390	14	-	6965449	6973818
Gm4787	current symbol	MGI:3646380	12	-	81376991	81379464
Gm9936	current symbol	MGI:3641854	5	-	114855758	114858682
Cyp3a57	current symbol	MGI:3646373	5	+	145345279	145390926
Gm8068	current symbol	MGI:3646354	14	-	41696393	41701885
Tmem200b	current symbol	MGI:3646343	4	+	131921771	131923140
Zfp831	current symbol	MGI:3641861	2	+	174643534	174710832
Gm6729	current symbol	MGI:3646339	10	-	86539883	86541334
Aadacl2	current symbol	MGI:3646333	3	+	60006743	60025420
Aadacl2	chicken symbol	MGI:1915008	3	+	60025717	60040160
Gm5935	current symbol	MGI:3646322	X	-	24753162	24775164
Vmn2r80	current symbol	MGI:3646321	10	+	79148797	79195012
Gm5475	current symbol	MGI:3646320	15	+	100422147	100428150
Gm9966	current symbol	MGI:3641871	7	+	95958215	95961613
Gm9956	current symbol	MGI:3641872	10	+	56745134	56748254
Gm10209	current symbol	MGI:3641874	6	null	56797590	56799196
F830212C03Rik	current symbol	MGI:3641876	15	null	12633061	12635345
Ceacam3	current symbol	MGI:3646296	7	+	17150282	17164253
Gm5820	current symbol	MGI:3646292	18	+	38892456	38971274
Gm6337	current symbol	MGI:3646283	14	-	6049469	6058267
Erich4	current symbol	MGI:3646269	7	-	25614621	25615892
Gm7714	current symbol	MGI:3646267	5	+	88268919	88282835
Gm4869	current symbol	MGI:3646257	5	null	140445644	140495070
Gm5624	current symbol	MGI:3646247	14	-	44556795	44562827
Gm10334	current symbol	MGI:3641889	6	-	41442216	41446145
Gm10129	current symbol	MGI:3641890	13	-	38150477	38151792
Cyp4f17	current symbol	MGI:3646233	17	+	32506462	32528894
Obox7	current symbol	MGI:3646231	7	+	14659496	14665996
Clrn2	current symbol	MGI:3646230	5	+	45453751	45464149
Gm10265	current symbol	MGI:3641897	18	null	79110180	79111831
Defb48	current symbol	MGI:3646223	14	-	62977524	62984510
Gm10471	current symbol	MGI:3641900	5	-	26082574	26089291
Gm5771	current symbol	MGI:3646222	6	+	41392356	41397230
Gm6034	current symbol	MGI:3646212	17	+	36042961	36058645
Btbd8	current symbol	MGI:3646208	5	+	107437997	107491628
Btbd8	rat symbol	MGI:2445097	5	+	107497378	107511207
Vmn2r35	current symbol	MGI:3646200	7	-	7786151	7819867
Gm5941	current symbol	MGI:3646197	X	+	92489949	92490681
Gm7356	current symbol	MGI:3646178	17	-	14000239	14001765
Gm11678	current symbol	MGI:3650352	UN		
Gm9839	current symbol	MGI:3641910	1	-	32519563	32520999
Gm10609	current symbol	MGI:3641912	9	null	114933424	114935989
Gm10198	current symbol	MGI:3642607	13	+	111592785	111592856
Gm4894	current symbol	MGI:3646156	9	+	49268572	49278783
Vmn1r158	current symbol	MGI:3646143	7	-	22789859	22790782
Vmn1r157	current symbol	MGI:3646139	7	+	22761697	22762590
4932427H20Rik	current symbol	MGI:3641919	9	null	88438597	88441186
Gm10277	current symbol	MGI:3641921	11	-	77785453	77787747
B430202K04Rik	current symbol	MGI:3641923	11	null	65162131	65164065
Gm8082	current symbol	MGI:3646131	14	-	42988342	42993624
Gm5174	current symbol	MGI:3646116	10	+	86655939	86657381
Gm5553	current symbol	MGI:3646114	5	-	34306343	34307853
Gm9903	current symbol	MGI:3646113	5	+	33629925	33632092
Gm16494	current symbol	MGI:3641930	17	-	47016696	47016956
Gm6676	current symbol	MGI:3646103	14	-	7116798	7125412
Etv3l	current symbol	MGI:3646099	3	+	87554910	87555434
Gm6314	current symbol	MGI:3646082	7	+	140315724	140316104
Spata31d1b	current symbol	MGI:3646080	13	+	59712284	59719289
Gm7929	current symbol	MGI:3646066	14	-	41748220	41750484
Gm5622	current symbol	MGI:3646060	14	+	51552790	51662953
Gm10309	current symbol	MGI:3641941	17	-	86497732	86505232
Gm10308	current symbol	MGI:3641943	17	+	91088493	91089391
Krtap9-5	current symbol	MGI:3650333	11	+	99948475	99949551
Hist1h2al	western clawed frog symbol	MGI:3606192	6	+	136808244	136810070
Hist1h2al	human symbol	MGI:2448290	13	-	23570662	23571121
Hist1h2al	current symbol	MGI:3646032	13	-	51202688	51203065
Cntnap5c	rat synonym	MGI:3664583	1	+	99772765	100485942
Cntnap5c	current symbol	MGI:3646013	17	+	57769570	58410342
Gm5148	current symbol	MGI:3646006	3	-	37714190	37724490
Gm5945	current symbol	MGI:3646000	X	+	124016002	124044356
Skor2	current symbol	MGI:3645984	18	+	76856405	76900342
Gm7347	current symbol	MGI:3645983	5	-	26051883	26058581
Gm4794	current symbol	MGI:3645972	10	-	33766424	33782115
Zscan4d	current symbol	MGI:3645954	7	-	11161374	11166182
Prr23a2	current symbol	MGI:3645937	9	+	98856494	98857374
Tm4sf19	current symbol	MGI:3645933	16	+	32400506	32408227
Fam124a	current symbol	MGI:3645930	14	+	62555737	62608486
Gm5923	current symbol	MGI:3645924	X	+	32158727	32160371
Esp1	synonym	MGI:2146156	15	+	102296293	102324356
Esp1	human synonym	MGI:95806	10	+	81559494	81566362
Esp1	synonym	MGI:1915587	12	+	113140236	113145506
Esp1	current symbol	MGI:3645915	17	+	40727120	40731782
Esp1	human synonym	MGI:1916698	17	+	23868056	23873114
Gm5978	current symbol	MGI:3645904	17	+	42726809	42728039
Gm11568	current symbol	MGI:3650331	11	+	99857917	99859061
Lekr1	current symbol	MGI:3645902	3	+	65666228	65831159
Vmn2r1	current symbol	MGI:3645892	3	+	64081642	64105458
Gm10340	current symbol	MGI:3641969	14	+	3133997	3141609
Gm11563	current symbol	MGI:3650330	11	-	99657949	99658960
Gm6713	current symbol	MGI:3645890	10	-	85694381	85711242
Sult2a3	current symbol	MGI:3645873	7	-	14067452	14123044
Pnmal2	current symbol	MGI:3645856	7	+	16944682	16948828
Obox8	current symbol	MGI:3645855	7	-	14331436	14333557
Sult2a4	current symbol	MGI:3645854	7	-	13909683	13989607
Gm8882	current symbol	MGI:3645847	6	-	132361041	132364134
Gm11564	current symbol	MGI:3650329	11	-	99814976	99815666
Gm6890	current symbol	MGI:3645826	X	+	74740927	74742188
Vmn1r111	current symbol	MGI:3645811	7	-	20702296	20703216
C2cd4a	current symbol	MGI:3645763	9	-	67830532	67832330
Gm10491	current symbol	MGI:3642000	X	-	7907693	7907835
Gm10490	current symbol	MGI:3642001	X	+	7909542	7909927
Gm8674	current symbol	MGI:3645762	13	-	49899119	49904597
Vmn1r173	current symbol	MGI:3645760	7	+	23702342	23703313
Gm8094	current symbol	MGI:3645750	14	-	43071142	43076643
Prr23a1	current symbol	MGI:3645743	9	+	98842503	98843385
Gm6401	current symbol	MGI:3645739	14	-	41962708	41967927
Scgb1b12	current symbol	MGI:3645736	7	+	32334182	32335501
Gm11565	current symbol	MGI:3650327	11	+	99914751	99915671
Gm10431	current symbol	MGI:3642012	UN		
Slc22a28	current symbol	MGI:3645714	19	-	8062209	8131982
Gm5600	current symbol	MGI:3645703	7	-	113707715	113708200
Gm8660	current symbol	MGI:3645692	7	-	22370122	22371039
Gm5741	current symbol	MGI:3645690	8	-	85067568	85067982
Gm5111	current symbol	MGI:3645688	6	+	48589445	48590584
Gm6590	current symbol	MGI:3645685	6	-	130453069	130477028
Gm9891	current symbol	MGI:3642023	15	null	27856307	27857111
Gm10722	current symbol	MGI:3642024	9	+	3000922	3002330
G530012D18Rik	current symbol	MGI:3642025	1	+	85575676	85577295
Gm10837	current symbol	MGI:3642026	14	+	122490586	122492121
Flg2	current symbol	MGI:3645678	3	+	93197278	93221391
Gm10718	current symbol	MGI:3642028	9	+	3023547	3025218
Gm4858	current symbol	MGI:3645677	3	+	93068823	93075505
Calhm3	current symbol	MGI:3645665	19	-	47151699	47157764
Gm10717	current symbol	MGI:3642031	9	+	3025417	3033289
Gm5849	current symbol	MGI:3645655	3	-	90775946	90777876
Lce3a	current symbol	MGI:3645650	3	-	92925287	92926230
Trappc3l	current symbol	MGI:3642034	10	+	34037597	34109813
Gm8871	current symbol	MGI:3645635	5	+	11040115	11044948
Gm10647	current symbol	MGI:3642036	9	+	66797039	66799074
Mansc4	current symbol	MGI:3645619	6	-	147075060	147087032
Gm10650	current symbol	MGI:3642040	3	+	128038693	128040661
Gm7020	current symbol	MGI:3645610	11	+	104573528	104574520
Gm9789	current symbol	MGI:3642043	16	+	89157952	89158348
Vmn1r115	current symbol	MGI:3645605	7	-	20844098	20844985
Gm10610	current symbol	MGI:3642045	7	-	83542800	83550258
Krtap16-1	current symbol	MGI:3650326	11	-	99984710	99986597
Krtap16-1	old symbol	MGI:2157572	16	-	88873665	88874269
Gm9831	current symbol	MGI:3642047	3	null	55377456	55403221
Vmn2r93	current symbol	MGI:3645591	17	+	18298281	18326441
Gm5936	current symbol	MGI:3645575	X	+	74837196	74843355
Gm9396	current symbol	MGI:3645563	3	+	130068412	130068978
Gm9112	current symbol	MGI:3645559	X	-	102706890	102707635
Vmn1r12	current symbol	MGI:3645555	6	+	57158920	57159854
Gm6833	current symbol	MGI:3645553	7	-	38953030	38962395
Vmn1r224	current symbol	MGI:3645524	17	+	20419163	20420059
Cyp4f40	current symbol	MGI:3645508	17	+	32659410	32676687
Cldn34c3	current symbol	MGI:3645501	X	+	123793665	123813765
Gm4981	current symbol	MGI:3645498	10	-	58234848	58236701
Fam150a	current symbol	MGI:3645495	1	+	6359218	6394731
Vmn1r129	current symbol	MGI:3645471	7	-	21360368	21361291
Gm6658	current symbol	MGI:3645470	8	-	90907939	90908415
Vmn2r28	current symbol	MGI:3645468	7	-	5480641	5493851
Zscan4b	current symbol	MGI:3645447	7	-	10900740	10905050
Vmn1r118	current symbol	MGI:3645425	7	-	20911427	20912347
Gm8008	current symbol	MGI:3645415	9	+	122903246	122911295
Gm16432	current symbol	MGI:3645414	1	+	177983423	178172704
Gm8005	current symbol	MGI:3645411	14	-	42434156	42439673
